#numposts,avg(accepted_answers/#num_answers)
1,0.09167370
2,0.16548652
3,0.20089919
4,0.21401323
5,0.22579241
6,0.23688434
7,0.24768851
8,0.25335389
9,0.25769365
10,0.26638040
11,0.26907665
12,0.27576489
13,0.28162151
14,0.28508640
15,0.28736599
16,0.28916843
17,0.29817817
18,0.28531591
19,0.29976615
20,0.30137405
21,0.29475444
22,0.29905466
23,0.29585703
24,0.30675165
25,0.30245348
26,0.29815110
27,0.31207414
28,0.30430546
29,0.31130591
30,0.31441314
31,0.30742693
32,0.30580545
33,0.31580624
34,0.31011637
35,0.31347562
36,0.31429567
37,0.31533136
38,0.31427668
39,0.30887893
40,0.32021281
41,0.30343131
42,0.32563304
43,0.31120368
44,0.30808016
45,0.32024479
46,0.31629689
47,0.31960000
48,0.32425107
49,0.31196715
50,0.31917419
51,0.31509644
52,0.31759731
53,0.32326241
54,0.31062341
55,0.31564243
56,0.31466284
57,0.31167701
58,0.32313118
59,0.32706485
60,0.32276137
61,0.33081128
62,0.31354208
63,0.31156096
64,0.32834192
65,0.31908925
66,0.33605948
67,0.31090537
68,0.32833318
69,0.31818668
70,0.31387519
71,0.32571402
72,0.32721828
73,0.32982566
74,0.33272640
75,0.33043920
76,0.32188115
77,0.32752203
78,0.31977556
79,0.30463387
80,0.33837168
81,0.31601821
82,0.32933404
83,0.33020192
84,0.32753345
85,0.31198182
86,0.32089032
87,0.30759267
88,0.31755201
89,0.32650037
90,0.32639704
91,0.32082958
92,0.31513360
93,0.30587111
94,0.32564557
95,0.32189484
96,0.32625769
97,0.31230748
98,0.31880896
99,0.32512000
100,0.32361535
101,0.32507750
102,0.32703298
103,0.32355222
104,0.33035084
105,0.32849548
106,0.35145902
107,0.33571869
108,0.32721034
109,0.30662905
110,0.35291646
111,0.32338035
112,0.33041892
113,0.32116543
114,0.32895965
115,0.31494494
116,0.32430270
117,0.33190176
118,0.32683139
119,0.33798095
120,0.33656014
121,0.31499030
122,0.33960365
123,0.29895970
124,0.31928220
125,0.33723282
126,0.34622628
127,0.31918815
128,0.34237842
129,0.33278393
130,0.30586949
131,0.30929814
132,0.33428814
133,0.32224717
134,0.31032421
135,0.31825472
136,0.34001538
137,0.31890746
138,0.31735812
139,0.32706549
140,0.35933333
141,0.32123483
142,0.35105905
143,0.34816542
144,0.28460220
145,0.32320127
146,0.32896512
147,0.33588200
148,0.34826495
149,0.31825253
150,0.36426222
151,0.30162195
152,0.33060727
153,0.30238519
154,0.32088889
155,0.34237000
156,0.36272987
157,0.32887158
158,0.33125732
159,0.36156351
160,0.33154730
161,0.31780429
162,0.32904737
163,0.33494865
164,0.29508721
165,0.33602414
166,0.35093784
167,0.32390625
168,0.31898310
169,0.32969394
170,0.30910135
171,0.30934000
172,0.34559762
173,0.30872436
174,0.36822623
175,0.34705072
176,0.33361786
177,0.32111538
178,0.32298182
179,0.31754324
180,0.34304262
181,0.31337705
182,0.33075926
183,0.32310308
184,0.32746154
185,0.32549180
186,0.32792879
187,0.35283158
188,0.30196167
189,0.32178333
190,0.32984932
191,0.35462667
192,0.33687031
193,0.34826604
194,0.32753696
195,0.33472449
196,0.34143922
197,0.31315000
198,0.33091373
199,0.33599643
200,0.31193265
201,0.33622931
202,0.30848000
203,0.31364889
204,0.32442973
205,0.33228333
206,0.35160000
207,0.31316667
208,0.32947451
209,0.29697941
210,0.33257959
211,0.34248837
212,0.32592045
213,0.31899189
214,0.40071556
215,0.32404571
216,0.32380714
217,0.31140750
218,0.31699074
219,0.31076512
220,0.32922121
221,0.35138913
222,0.32203654
223,0.31530278
224,0.37226667
225,0.34206410
226,0.33930270
227,0.30490577
228,0.33994286
229,0.33686098
230,0.35460323
231,0.34495152
232,0.33855385
233,0.38704063
234,0.35473824
235,0.32426875
236,0.31006286
237,0.33139412
238,0.37025806
239,0.32143704
240,0.29037813
241,0.36425000
242,0.33957576
243,0.28708519
244,0.33236207
245,0.30300000
246,0.32872222
247,0.34446364
248,0.30684375
249,0.31370882
250,0.33176129
251,0.34143667
252,0.31279643
253,0.34625200
254,0.33453226
255,0.36241111
256,0.33617273
257,0.31949545
258,0.30218529
259,0.34759600
260,0.32511429
261,0.30601538
262,0.31996250
263,0.29935556
264,0.35380909
265,0.35471154
266,0.31269615
267,0.32857143
268,0.34710968
269,0.28092692
270,0.36179545
271,0.32680000
272,0.33715333
273,0.32745652
274,0.33882400
275,0.30159167
276,0.35955185
277,0.34989063
278,0.37645556
279,0.32110000
280,0.32134063
281,0.34827273
282,0.33095556
283,0.37468235
284,0.32319565
285,0.31847879
286,0.30984167
287,0.38460800
288,0.32431429
289,0.34670455
290,0.30640000
291,0.36474800
292,0.38965000
293,0.30086842
294,0.28824375
295,0.28835625
296,0.34698824
297,0.23711333
298,0.30272414
299,0.32953043
300,0.38830625
301,0.30202500
302,0.35497143
303,0.32548696
304,0.31063077
305,0.34452857
306,0.35313529
307,0.31786364
308,0.33881200
309,0.31590000
310,0.32399412
311,0.31898182
312,0.32220000
313,0.37949500
314,0.32075714
315,0.34736452
316,0.33703684
317,0.32118750
318,0.33895625
319,0.35463636
320,0.32511667
321,0.31496842
322,0.36285294
323,0.33452500
324,0.28669444
325,0.35510000
326,0.33250769
327,0.32340833
328,0.27796667
329,0.29850476
330,0.34623571
331,0.34685000
332,0.35501333
333,0.31082941
334,0.37302000
335,0.37797273
336,0.38301250
337,0.32635000
338,0.31000000
339,0.28790000
340,0.36697059
341,0.35887778
342,0.34767059
343,0.30043889
344,0.36372500
345,0.44408571
346,0.36679500
347,0.34661579
348,0.38161176
349,0.35520000
350,0.34073478
351,0.31755714
352,0.35357500
353,0.31505455
354,0.33662727
355,0.33082143
356,0.33564444
357,0.33952500
358,0.27328000
359,0.34815714
360,0.36541000
361,0.40480000
362,0.35846875
363,0.32109091
364,0.31605385
365,0.37673077
366,0.29397500
367,0.36920000
368,0.41724000
369,0.34526667
370,0.36842308
371,0.33532500
372,0.30422857
373,0.37321000
374,0.46587500
375,0.33123077
376,0.35888000
377,0.35278333
378,0.37900000
379,0.27604444
380,0.36775833
381,0.31175000
382,0.38835000
383,0.38000000
384,0.37336154
385,0.32155000
386,0.30695000
387,0.38105385
388,0.28225000
389,0.35802500
390,0.34799286
391,0.36088000
392,0.37502308
393,0.33521818
394,0.37812500
395,0.25210909
396,0.34705385
397,0.30183333
398,0.48117000
399,0.34411538
400,0.27990000
401,0.32408750
402,0.30668750
403,0.38973333
404,0.33501000
405,0.29708333
406,0.35627333
407,0.34560000
408,0.36120000
409,0.34086667
410,0.35631250
411,0.31256154
412,0.35757273
413,0.35069000
414,0.33232500
415,0.25786000
416,0.39355556
417,0.29221667
418,0.28232500
419,0.41252500
420,0.32652222
421,0.35705000
422,0.31792857
423,0.39480000
424,0.33525714
425,0.38483077
426,0.37041429
427,0.35210000
428,0.31315000
429,0.27995455
430,0.40115556
431,0.33801111
432,0.41631667
433,0.30471111
434,0.33961667
435,0.34747143
436,0.28417273
437,0.36253333
438,0.24687273
439,0.35945714
440,0.28958333
441,0.24828750
442,0.31272222
443,0.29500833
444,0.36633636
445,0.30611667
446,0.30924444
447,0.34971818
448,0.31372500
449,0.36382500
450,0.32150000
451,0.35968889
452,0.42472500
453,0.27016000
454,0.25622000
455,0.36031111
456,0.39163750
457,0.27922000
458,0.42250000
459,0.34640833
460,0.35210000
461,0.31042000
462,0.24955000
463,0.35640000
464,0.27991429
465,0.33131111
466,0.28192857
467,0.37936667
468,0.29714286
469,0.28495455
470,0.29933333
471,0.31309091
472,0.38062500
473,0.32363750
474,0.35650833
475,0.34583333
476,0.31268750
477,0.29026000
478,0.39930000
479,0.30573636
480,0.29763750
481,0.44565714
482,0.45295000
483,0.26167500
484,0.38246667
485,0.35856250
486,0.37175000
487,0.31243333
488,0.32697500
489,0.35513333
490,0.35712500
491,0.34656000
492,0.30623333
493,0.47190000
494,0.35003333
495,0.26631429
496,0.38726000
497,0.31670000
498,0.28556000
499,0.35337778
500,0.29712500
501,0.30680000
502,0.30538889
503,0.31788571
504,0.33894167
505,0.27620000
506,0.30665000
507,0.33498333
508,0.37121667
509,0.33806250
510,0.33680000
511,0.34280000
512,0.28852500
513,0.25812500
514,0.31020000
515,0.34634615
516,0.29227500
517,0.30930000
518,0.32890000
519,0.31858333
520,0.33796667
521,0.33663750
522,0.46160000
523,0.31425000
524,0.32235000
525,0.32036667
526,0.32127143
527,0.49228333
528,0.39790000
529,0.20086667
530,0.29520000
531,0.28627500
532,0.27804000
533,0.39034000
534,0.43097500
535,0.46638889
536,0.37996667
537,0.35115000
538,0.35362500
539,0.41410000
540,0.38012000
541,0.25087500
542,0.43190000
543,0.30420000
544,0.37905000
545,0.40075000
546,0.24336667
547,0.35010000
548,0.40142500
549,0.39000000
550,0.37277273
551,0.34103333
552,0.33706250
553,0.31195000
554,0.48540000
555,0.37240000
556,0.34158000
557,0.19854000
558,0.28856000
559,0.37360000
560,0.30773333
561,0.47337500
562,0.34136250
563,0.24150000
564,0.33266000
565,0.40540000
566,0.21370000
567,0.28675000
568,0.30856667
569,0.34127000
570,0.34028889
571,0.37540000
572,0.31125000
573,0.25958571
574,0.32978000
575,0.35875000
576,0.23810000
577,0.31292500
578,0.48483333
579,0.31457500
580,0.33978571
581,0.32152000
582,0.32146667
583,0.28310000
584,0.30336000
585,0.34932000
586,0.42936667
587,0.25445000
588,0.46510000
589,0.39243333
590,0.36790000
591,0.37065000
592,0.30671667
593,0.44750000
594,0.33292857
595,0.32568333
596,0.20806000
597,0.39886667
598,0.37276667
599,0.47540000
600,0.26851667
601,0.35810000
602,0.29990000
603,0.40266667
604,0.26656667
605,0.41030000
606,0.42720000
607,0.35382000
608,0.30623333
609,0.33664286
610,0.44146000
611,0.30620000
612,0.32516667
613,0.35980000
614,0.33440000
615,0.38446667
616,0.36360000
617,0.31582000
618,0.48672500
619,0.29980000
620,0.22220000
621,0.36376000
622,0.31460000
623,0.35780000
624,0.35217500
625,0.31252500
626,0.26670000
627,0.39522000
628,0.32840000
629,0.25680000
630,0.35548000
631,0.42023333
632,0.27225000
633,0.34147500
634,0.25850000
635,0.27710000
636,0.30815000
637,0.39337500
638,0.29524000
639,0.33752000
640,0.33423333
641,0.32600000
642,0.30510000
643,0.26965000
644,0.35930000
645,0.28335000
646,0.39815000
647,0.30900000
648,0.34858333
649,0.30646000
650,0.27065000
651,0.27405000
652,0.36166667
653,0.29110000
654,0.31140000
655,0.29303333
656,0.30912500
657,0.36218889
659,0.36640000
660,0.30564000
661,0.32160000
662,0.24330000
663,0.40653333
664,0.32593333
665,0.31625000
666,0.38065000
667,0.30355000
668,0.34832000
669,0.32765000
670,0.35993333
671,0.28695000
672,0.34856667
673,0.42792500
674,0.38400000
675,0.28470000
676,0.34160000
677,0.37982000
678,0.37740000
679,0.37535000
680,0.33780000
681,0.44606000
682,0.33714286
683,0.36110000
684,0.42125000
685,0.36290000
686,0.42615000
687,0.13370000
688,0.27335000
689,0.46770000
690,0.34180000
691,0.27075000
692,0.30130000
693,0.34092500
694,0.35976667
695,0.47525000
696,0.43140000
697,0.40460000
699,0.40546000
700,0.47190000
701,0.39990000
702,0.33315714
703,0.27336667
704,0.33206667
705,0.44820000
706,0.51720000
707,0.26860000
708,0.28782000
709,0.34358000
710,0.51450000
711,0.42000000
712,0.55510000
713,0.21900000
714,0.32451667
715,0.35885000
716,0.58130000
717,0.27720000
718,0.35780000
719,0.43910000
720,0.21860000
721,0.31732500
722,0.39005000
723,0.30023750
724,0.33660000
725,0.47483333
726,0.35456667
727,0.36560000
728,0.32140000
729,0.37945000
731,0.33660000
732,0.26520000
733,0.17810000
734,0.42040000
735,0.23980000
736,0.26573333
737,0.38915000
738,0.20563333
739,0.33470000
740,0.39546667
741,0.48675000
742,0.22760000
743,0.49640000
745,0.45765714
746,0.43530000
747,0.23900000
749,0.36403333
751,0.32575000
752,0.34343333
753,0.27475000
754,0.39310000
756,0.35275000
757,0.42800000
758,0.33500000
759,0.42400000
760,0.41146000
761,0.34504000
762,0.27723333
763,0.36136667
764,0.39192000
765,0.30433333
766,0.28446667
767,0.30276000
768,0.42077500
769,0.46560000
770,0.24013333
771,0.33553333
772,0.46228000
773,0.37050000
774,0.44920000
775,0.34345000
776,0.26455000
777,0.32410000
779,0.31470000
781,0.40803333
782,0.27565000
783,0.33790000
784,0.29654000
787,0.14490000
788,0.51520000
789,0.38223333
790,0.27125000
791,0.40155000
792,0.43090000
793,0.53590000
794,0.42095000
795,0.19640000
796,0.22910000
797,0.23570000
798,0.53780000
799,0.34756667
800,0.34650000
803,0.40580000
804,0.18930000
805,0.25370000
808,0.16880000
809,0.31510000
810,0.36473333
811,0.34160000
812,0.41365000
813,0.53590000
815,0.33045000
816,0.39965000
817,0.33320000
819,0.43593333
820,0.31652500
821,0.32540000
823,0.39833333
825,0.32115000
826,0.43106667
827,0.18630000
829,0.47240000
832,0.17740000
833,0.23940000
834,0.19670000
836,0.23140000
837,0.32710000
838,0.18810000
839,0.43575000
840,0.24220000
841,0.49866667
842,0.47480000
843,0.38735000
846,0.25775000
847,0.36275000
848,0.27765000
849,0.21856667
850,0.32220000
851,0.38380000
852,0.29330000
853,0.29792000
855,0.39190000
858,0.42200000
859,0.43210000
860,0.46655000
861,0.32216667
862,0.35700000
863,0.31870000
864,0.38730000
865,0.32715000
866,0.25550000
867,0.26887500
869,0.70130000
871,0.18490000
873,0.37455000
876,0.37610000
878,0.51600000
880,0.42505000
881,0.23620000
883,0.24115000
884,0.19370000
885,0.29485000
887,0.30480000
888,0.28215000
890,0.45445000
891,0.25970000
892,0.34910000
893,0.27570000
894,0.16610000
895,0.32830000
896,0.31566667
897,0.44610000
898,0.41460000
899,0.27465000
900,0.71000000
901,0.26350000
903,0.38335000
904,0.34337500
905,0.25870000
906,0.53510000
907,0.38725000
908,0.54460000
911,0.33180000
912,0.32750000
913,0.36857500
914,0.34640000
915,0.40760000
916,0.28896667
917,0.91550000
918,0.31320000
919,0.39780000
920,0.41016667
921,0.43645000
922,0.43635000
925,0.30010000
927,0.54030000
929,0.23820000
930,0.25050000
931,0.38193333
932,0.26220000
935,0.19430000
937,0.39273333
939,0.33340000
941,0.17465000
943,0.26750000
945,0.31355000
946,0.34800000
947,0.30140000
948,0.33020000
949,0.32535000
950,0.49945000
953,0.57600000
956,0.30310000
957,0.26420000
958,0.24096667
959,0.14890000
962,0.41310000
965,0.23070000
966,0.42935000
967,0.42410000
968,0.31716667
969,0.34055000
971,0.42090000
972,0.30740000
973,0.26680000
974,0.23260000
975,0.56730000
978,0.37180000
980,0.29830000
982,0.38650000
984,0.41165000
987,0.34785000
988,0.48990000
989,0.40476667
991,0.33440000
992,0.41030000
993,0.27320000
994,0.28350000
995,0.33060000
997,0.36530000
998,0.31045000
999,0.54550000
1001,0.39700000
1002,0.27840000
1006,0.38100000
1008,0.32500000
1009,0.40290000
1010,0.46620000
1011,0.33980000
1012,0.12860000
1013,0.19190000
1014,0.33190000
1015,0.40260000
1016,0.20470000
1017,0.28110000
1018,0.32340000
1019,0.43645000
1021,0.42900000
1024,0.37576667
1027,0.35440000
1029,0.45016667
1030,0.38480000
1031,0.31970000
1034,0.34662000
1036,0.22480000
1038,0.43685000
1040,0.38250000
1042,0.45910000
1043,0.27740000
1044,0.32583333
1045,0.33980000
1046,0.17340000
1048,0.28616667
1051,0.50605000
1052,0.20970000
1053,0.25000000
1054,0.33750000
1055,0.53670000
1059,0.34655000
1062,0.35795000
1063,0.35612500
1064,0.27730000
1065,0.38240000
1067,0.35790000
1068,0.41510000
1069,0.53215000
1072,0.30570000
1074,0.19180000
1075,0.21900000
1077,0.29700000
1078,0.34245000
1080,0.42870000
1081,0.53380000
1082,0.28160000
1083,0.22520000
1085,0.19160000
1087,0.41670000
1088,0.29810000
1094,0.37600000
1097,0.29360000
1099,0.37635000
1101,0.30260000
1108,0.38720000
1109,0.45020000
1110,0.25120000
1111,0.38350000
1112,0.34850000
1114,0.39880000
1116,0.23180000
1117,0.23100000
1118,0.34320000
1123,0.29485000
1126,0.75000000
1127,0.35645000
1132,0.45980000
1133,0.34210000
1135,0.46470000
1137,0.12580000
1140,0.39160000
1141,0.25630000
1144,0.37785000
1145,0.28465000
1148,0.58970000
1149,0.34950000
1151,0.38450000
1152,0.33660000
1153,0.47455000
1155,0.42585000
1156,0.58730000
1157,0.36795000
1158,0.40890000
1165,0.22220000
1169,0.25520000
1170,0.25200000
1171,0.40415000
1178,0.35750000
1180,0.38950000
1183,0.28170000
1184,0.43750000
1187,0.43810000
1189,0.31075000
1190,0.41810000
1193,0.16920000
1195,0.29350000
1196,0.42650000
1197,0.34635000
1199,0.47180000
1200,0.41080000
1202,0.29816667
1203,0.37345000
1205,0.43870000
1208,0.39530000
1210,0.36640000
1214,0.35805000
1217,0.30970000
1220,0.33670000
1221,0.32930000
1226,0.25270000
1228,0.41460000
1229,0.26070000
1230,0.27620000
1231,0.51220000
1234,0.24240000
1235,0.26790000
1237,0.29590000
1241,0.38540000
1243,0.36670000
1247,0.46730000
1248,0.37540000
1250,0.19200000
1253,0.21740000
1256,0.34660000
1260,0.50000000
1263,0.24320000
1264,0.23300000
1272,0.23960000
1277,0.41450000
1278,0.37900000
1282,0.52470000
1283,0.42020000
1285,0.44360000
1288,0.33470000
1289,0.30070000
1294,0.34340000
1298,0.34380000
1299,0.42910000
1300,0.55540000
1312,0.26040000
1313,0.63890000
1314,0.46720000
1315,0.36555000
1316,0.23800000
1318,0.33310000
1319,0.37476667
1320,0.30090000
1322,0.21500000
1326,0.50590000
1327,0.28761667
1329,0.27240000
1333,0.39455000
1334,0.27000000
1345,0.26370000
1349,0.38353333
1350,0.30200000
1351,0.58040000
1353,0.42600000
1355,0.29210000
1361,0.31360000
1362,0.37260000
1364,0.42235000
1365,0.11480000
1366,0.29700000
1370,0.43110000
1373,0.39850000
1375,0.36160000
1377,0.33540000
1378,0.36950000
1381,0.52590000
1383,0.62680000
1385,0.50920000
1386,0.28010000
1391,0.43140000
1393,0.34030000
1403,0.28155000
1405,0.37113333
1411,0.54860000
1415,0.23060000
1418,0.33425000
1422,0.51695000
1423,0.27820000
1424,0.24376667
1427,0.52700000
1428,0.38450000
1430,0.33903333
1438,0.45760000
1444,0.30870000
1446,0.30550000
1447,0.31980000
1448,0.36585000
1451,0.28990000
1457,0.44480000
1462,0.18190000
1468,0.35200000
1469,0.51260000
1483,0.39470000
1484,0.27580000
1487,0.18885000
1489,0.17970000
1494,0.34780000
1497,0.31535000
1500,0.39000000
1502,0.28030000
1503,0.27850000
1510,0.37580000
1514,0.28690000
1516,0.31840000
1522,0.18450000
1523,0.58170000
1527,0.24160000
1530,0.41960000
1535,0.45570000
1536,0.28420000
1537,0.37790000
1544,0.54210000
1549,0.40930000
1557,0.36940000
1559,0.44960000
1560,0.34360000
1561,0.23570000
1562,0.26830000
1574,0.38700000
1577,0.54200000
1580,0.27780000
1582,0.40180000
1584,0.29910000
1585,0.36590000
1592,0.49190000
1594,0.46170000
1598,0.24610000
1603,0.52390000
1610,0.40990000
1612,0.37000000
1614,0.37330000
1618,0.47090000
1619,0.31220000
1620,0.49240000
1621,0.42780000
1628,0.29620000
1632,0.28905000
1633,0.34220000
1643,0.39240000
1647,0.33000000
1654,0.40430000
1658,0.40570000
1659,0.52890000
1660,0.31960000
1661,0.48720000
1662,0.21640000
1663,0.35260000
1665,0.26340000
1666,0.44700000
1668,0.25150000
1671,0.30680000
1674,0.35720000
1677,0.34100000
1680,0.22980000
1688,0.42830000
1697,0.54820000
1698,0.53390000
1703,0.40280000
1706,0.29050000
1707,0.52110000
1708,0.33680000
1709,0.33805000
1711,0.36380000
1716,0.26250000
1723,0.42630000
1730,0.25020000
1731,0.24760000
1746,0.47370000
1749,0.46650000
1752,0.41060000
1761,0.20230000
1762,0.24180000
1768,0.32255000
1777,0.40580000
1785,0.48640000
1787,0.30950000
1792,0.42320000
1795,0.28570000
1797,0.40100000
1805,0.33630000
1820,0.42920000
1831,0.42660000
1832,0.40240000
1835,0.26410000
1846,0.51680000
1854,0.48275000
1856,0.37110000
1866,0.41980000
1868,0.34300000
1878,0.49200000
1888,0.55190000
1891,0.22040000
1899,0.44980000
1903,0.32760000
1904,0.57780000
1905,0.39070000
1913,0.19800000
1916,0.23650000
1924,0.29400000
1930,0.27370000
1947,0.53030000
1952,0.56890000
1953,0.26840000
1964,0.66160000
1975,0.31480000
1978,0.33290000
1979,0.37950000
1990,0.63970000
1996,0.37040000
2008,0.51670000
2010,0.36500000
2020,0.23010000
2022,0.30280000
2034,0.19500000
2037,0.23730000
2043,0.36270000
2045,0.33030000
2050,0.40900000
2058,0.38670000
2062,0.45390000
2072,0.40590000
2076,0.33130000
2080,0.32520000
2089,0.25710000
2097,0.25400000
2106,0.49330000
2116,0.33530000
2125,0.21960000
2126,0.47050000
2129,0.35710000
2136,0.35440000
2142,0.57850000
2149,0.51190000
2156,0.54470000
2159,0.41170000
2164,0.52740000
2175,0.43010000
2177,0.37120000
2186,0.37350000
2248,0.34530000
2259,0.49000000
2260,0.34400000
2261,0.24610000
2262,0.38030000
2263,0.30450000
2268,0.41600000
2270,0.32360000
2284,0.35420000
2287,0.48620000
2288,0.44680000
2310,0.42130000
2315,0.34000000
2330,0.27090000
2343,0.44520000
2367,0.36120000
2372,0.44040000
2394,0.60660000
2395,0.20900000
2399,0.34180000
2419,0.46780000
2421,0.47590000
2431,0.26640000
2435,0.46260000
2474,0.30360000
2480,0.33100000
2481,0.33680000
2508,0.35360000
2516,0.41170000
2523,0.42810000
2531,0.65260000
2565,0.24700000
2576,0.60920000
2582,0.40050000
2586,0.39020000
2598,0.45570000
2600,0.35120000
2607,0.27520000
2615,0.33640000
2634,0.46950000
2638,0.55460000
2654,0.15520000
2706,0.54755000
2710,0.15900000
2717,0.41260000
2726,0.46580000
2730,0.37160000
2738,0.29380000
2739,0.35490000
2746,0.44470000
2756,0.34830000
2770,0.41260000
2795,0.45240000
2821,0.38620000
2841,0.41480000
2886,0.25010000
2896,0.19370000
2910,0.21400000
3016,0.46280000
3018,0.25150000
3036,0.20920000
3040,0.47870000
3063,0.50200000
3067,0.49360000
3100,0.56020000
3123,0.49070000
3130,0.28230000
3194,0.62720000
3212,0.36990000
3224,0.41310000
3254,0.55250000
3275,0.45930000
3301,0.50800000
3302,0.35450000
3316,0.39640000
3324,0.43460000
3340,0.45730000
3416,0.49270000
3452,0.39700000
3549,0.48660000
3624,0.32160000
3710,0.53090000
3765,0.49240000
3817,0.29120000
3861,0.52750000
4021,0.45010000
4126,0.27550000
4139,0.23270000
4280,0.46070000
4347,0.41210000
4567,0.62890000
4576,0.38080000
4593,0.36650000
4629,0.26740000
4792,0.42920000
4835,0.47090000
4846,0.31660000
4869,0.50240000
5184,0.48410000
5319,0.38090000
5331,0.28690000
5376,0.29170000
5475,0.34610000
5619,0.45480000
5658,0.39930000
5673,0.41450000
5695,0.34330000
5923,0.23120000
5934,0.38560000
6044,0.47340000
6180,0.64940000
6187,0.20540000
6190,0.33070000
6193,0.37830000
6254,0.50580000
6269,0.50810000
6505,0.38330000
6949,0.45030000
7704,0.57850000
8796,0.35040000
9839,0.56270000
9954,0.49300000
10281,0.44870000
11946,0.60830000
16387,0.56180000
21750,0.57230000
